company_size,annual_revenue_k,website_visits_30d,email_opens_30d,demo_requests_30d,form_submissions_30d,days_since_last_contact,lead_source,industry,decision_maker_engaged,converted
51,327.85,15,3,0,2,47,organic,ecommerce,False,1
96,314.29,7,8,1,0,180,paid_search,ecommerce,False,0
44,1727.0,12,5,0,0,5,paid_search,services,False,1
31,125.09,13,2,2,3,25,outbound,healthcare,True,1
35,3851.44,20,2,1,2,3,paid_search,ecommerce,False,1
47,267.03,15,6,2,3,77,outbound,saas,False,1
107,1172.31,13,7,1,2,92,paid_search,saas,False,0
37,441.95,15,6,0,1,82,social,saas,True,0
43,646.36,12,3,0,2,23,organic,ecommerce,False,1
86,378.88,10,7,0,1,5,outbound,healthcare,False,0
47,1160.47,12,4,2,0,20,referral,ecommerce,False,1
133,348.16,13,5,0,0,61,paid_search,saas,False,0
26,277.84,15,3,1,0,14,organic,ecommerce,False,0
22,3021.0,12,2,1,2,31,paid_search,ecommerce,False,1
70,507.44,15,4,0,0,2,paid_search,services,False,0
75,250.71,15,6,0,2,3,social,ecommerce,True,1
27,111.02,21,4,2,0,2,outbound,saas,False,1
160,3183.0,6,5,0,2,20,social,healthcare,False,1
255,283.74,15,2,0,0,10,referral,services,False,0
33,3873.21,14,4,1,1,1,paid_search,finance,True,1
179,734.25,17,3,0,0,50,outbound,services,False,0
8,568.43,12,0,0,0,18,outbound,services,False,0
129,583.97,11,4,1,2,78,paid_search,healthcare,False,1
27,4518.57,11,3,0,1,25,outbound,services,True,0
119,55.02,9,3,1,3,29,paid_search,saas,False,0
25,610.54,10,2,0,3,7,outbound,services,False,0
52,377.96,9,4,0,1,1,outbound,services,False,0
29,398.18,10,6,0,0,21,social,services,True,0
46,572.1,13,7,0,2,1,organic,healthcare,True,1
236,377.57,14,0,0,1,7,referral,finance,False,1
50,594.74,15,2,0,1,47,organic,saas,False,0
295,481.27,11,2,0,0,31,social,healthcare,False,1
40,132.48,11,5,1,2,102,paid_search,ecommerce,False,0
180,721.52,7,6,1,3,29,social,healthcare,True,1
15,1008.33,14,4,2,4,92,outbound,finance,True,1
43,286.56,18,1,0,0,3,organic,ecommerce,False,0
36,3190.38,15,5,0,0,45,paid_search,saas,True,0
187,1873.52,10,3,1,0,31,referral,ecommerce,True,0
63,1145.91,15,2,0,1,4,paid_search,finance,True,0
10,1132.09,9,2,0,2,22,organic,finance,False,0
19,507.8,17,1,0,2,13,organic,finance,True,0
24,1542.83,11,4,0,2,21,paid_search,saas,False,0
115,2370.26,12,5,1,2,17,referral,services,True,1
104,1105.47,8,0,0,2,24,referral,finance,False,0
43,278.58,11,1,4,1,24,organic,saas,True,1
35,473.58,12,1,0,1,19,paid_search,ecommerce,False,1
97,874.52,14,7,1,0,5,paid_search,ecommerce,False,0
22,1138.82,10,1,0,3,3,paid_search,ecommerce,False,0
79,456.01,11,8,1,1,82,social,saas,False,0
74,279.55,14,3,0,2,2,paid_search,saas,False,1
44,2402.36,16,3,1,1,15,referral,saas,True,0
75,168.63,12,5,0,2,82,outbound,saas,False,0
59,192.23,11,3,1,0,8,referral,ecommerce,False,1
81,130.7,14,9,1,1,21,referral,services,False,1
19,191.8,10,4,0,1,42,organic,healthcare,True,0
89,1715.3,12,3,1,1,7,organic,ecommerce,False,0
124,1773.72,13,6,2,1,23,organic,finance,True,1
71,457.58,10,4,0,2,13,social,healthcare,True,0
88,809.42,12,2,0,0,102,outbound,saas,False,0
50,487.6,13,4,2,5,10,organic,saas,False,1
111,149.61,17,3,1,0,11,organic,saas,True,1
58,4528.32,9,9,1,2,39,paid_search,healthcare,True,0
22,1948.35,14,4,0,1,6,referral,ecommerce,True,1
105,702.34,13,4,0,0,0,referral,ecommerce,True,0
15,209.37,7,4,0,2,1,social,healthcare,False,0
68,393.49,13,3,0,2,26,outbound,services,False,0
40,246.55,9,5,0,1,56,paid_search,ecommerce,True,0
38,543.26,11,3,2,1,0,social,healthcare,False,0
63,671.77,15,1,0,3,18,referral,healthcare,False,0
31,350.33,17,3,1,2,36,paid_search,finance,False,0
82,115.08,10,3,0,2,26,outbound,finance,False,0
57,4154.96,9,6,0,0,9,organic,finance,False,0
33,624.86,12,1,1,1,4,social,saas,True,0
159,777.9,13,4,0,2,17,social,ecommerce,False,0
64,322.98,14,3,2,1,0,outbound,services,False,0
90,103.34,12,7,0,1,116,referral,ecommerce,False,0
170,453.37,12,2,2,2,54,paid_search,services,False,0
167,356.66,11,3,1,3,51,outbound,ecommerce,False,0
87,1001.78,12,2,0,0,20,social,healthcare,False,0
43,1219.36,8,5,1,1,35,referral,healthcare,True,0
17,1058.95,8,2,2,0,42,social,ecommerce,False,0
64,1323.81,13,3,0,1,9,paid_search,services,False,0
131,2991.91,16,8,0,0,9,referral,saas,True,1
72,727.67,17,4,1,1,24,outbound,healthcare,True,1
3,1479.14,14,1,2,0,6,paid_search,healthcare,True,1
110,807.43,17,2,0,1,23,referral,services,False,0
115,73.7,20,2,1,0,29,outbound,healthcare,False,0
43,422.2,6,6,0,2,33,social,services,False,0
120,206.91,13,6,0,1,36,outbound,services,False,0
90,621.06,8,2,1,0,86,paid_search,ecommerce,False,0
32,223.41,13,4,1,1,53,outbound,services,False,0
151,902.96,13,4,2,0,22,organic,services,True,0
20,1314.26,15,5,1,0,50,referral,ecommerce,False,0
52,1641.84,17,5,1,2,13,referral,healthcare,True,1
48,2488.07,14,9,0,1,44,social,ecommerce,False,0
28,92.2,3,2,4,3,13,outbound,healthcare,False,0
70,148.56,8,3,2,0,4,social,saas,True,0
156,9207.88,11,2,0,0,18,referral,finance,False,1
148,1352.25,18,2,0,0,1,paid_search,ecommerce,False,0
97,616.74,16,1,0,1,45,referral,healthcare,False,0
14,508.79,14,4,2,2,7,referral,saas,True,1
19,465.51,9,3,1,0,32,organic,finance,False,0
62,71.25,9,3,1,2,41,referral,healthcare,True,1
53,227.62,14,5,1,2,50,outbound,healthcare,False,1
37,440.61,14,6,0,2,5,social,ecommerce,True,0
251,240.84,9,3,0,1,16,social,saas,False,0
59,274.48,9,3,1,1,2,paid_search,ecommerce,False,0
84,6366.03,6,6,0,1,16,referral,services,True,0
120,383.12,11,0,1,0,35,organic,saas,True,0
57,650.75,12,5,0,0,51,paid_search,finance,False,1
434,628.0,14,0,0,1,90,referral,saas,False,0
26,888.43,15,4,2,1,49,paid_search,finance,False,0
34,305.73,15,1,1,0,21,organic,saas,True,1
26,1714.68,11,2,0,1,8,social,ecommerce,True,0
191,767.83,10,6,0,2,37,paid_search,ecommerce,True,0
104,136.02,13,3,0,1,1,paid_search,saas,True,1
35,442.52,12,2,1,1,19,organic,ecommerce,False,0
27,414.82,14,6,0,0,23,referral,ecommerce,False,0
165,396.17,16,4,0,0,10,paid_search,healthcare,True,1
73,819.99,10,1,0,1,5,referral,services,False,0
169,929.57,9,3,1,3,3,referral,healthcare,True,1
52,826.05,15,6,0,1,16,organic,services,False,1
82,691.54,8,4,0,1,41,outbound,ecommerce,False,0
69,536.81,16,3,0,1,8,organic,saas,False,1
33,57.33,18,3,1,1,8,paid_search,saas,False,1
49,1072.66,18,1,1,2,23,organic,ecommerce,False,1
21,803.0,12,2,1,1,16,referral,ecommerce,True,0
81,184.06,12,3,0,0,54,paid_search,services,False,1
100,652.35,13,2,1,2,6,outbound,finance,False,1
121,941.94,8,3,2,2,73,paid_search,healthcare,False,0
93,1589.61,7,1,2,5,14,referral,healthcare,False,0
49,820.82,12,8,0,1,26,organic,ecommerce,False,0
189,679.67,12,4,1,0,52,organic,healthcare,False,1
111,1270.0,9,2,0,0,29,paid_search,saas,False,0
166,362.66,8,4,0,0,4,referral,saas,False,1
174,743.97,12,4,1,1,18,paid_search,ecommerce,False,0
49,264.78,15,5,1,1,49,outbound,saas,True,0
74,1495.62,11,3,0,0,14,social,finance,False,0
101,98.52,9,2,0,2,2,outbound,saas,True,0
22,1115.14,11,4,1,2,99,paid_search,saas,False,0
22,501.55,11,4,1,0,16,social,services,True,0
19,1293.86,11,4,1,0,4,referral,services,False,0
50,225.76,12,1,1,0,15,referral,healthcare,False,0
42,539.14,9,0,0,2,24,outbound,healthcare,False,0
17,523.55,17,6,0,2,5,social,finance,False,0
62,760.43,13,3,0,0,172,outbound,saas,False,0
51,172.85,9,6,1,1,72,social,ecommerce,True,0
141,930.96,15,3,3,0,67,organic,saas,False,1
273,77.8,13,3,0,3,3,social,ecommerce,False,1
79,252.69,14,6,0,1,11,referral,services,False,1
31,103.26,5,5,0,0,2,outbound,finance,False,0
92,1128.02,13,5,2,1,32,outbound,services,True,1
55,735.19,13,6,2,0,31,organic,finance,False,0
45,777.47,10,2,0,0,36,organic,healthcare,False,0
27,2149.93,13,4,3,0,33,organic,finance,False,0
38,359.26,11,7,0,1,2,referral,finance,False,0
47,906.5,15,5,1,1,17,organic,ecommerce,False,1
104,526.38,10,3,1,1,55,social,ecommerce,True,1
82,452.04,7,5,0,0,5,referral,healthcare,False,1
235,1820.06,7,3,1,0,24,outbound,ecommerce,True,1
94,3951.61,16,4,0,0,38,paid_search,healthcare,False,0
77,320.07,13,3,0,1,40,referral,saas,False,0
43,1134.24,9,1,0,1,3,organic,healthcare,False,0
24,677.98,11,2,0,0,17,outbound,saas,False,0
35,686.16,12,5,0,0,20,organic,ecommerce,False,0
31,630.92,9,6,1,1,7,organic,healthcare,False,1
7,353.16,9,2,0,2,19,organic,saas,False,0
24,25.0,7,4,0,0,3,outbound,services,True,0
197,2286.57,12,3,1,2,2,organic,ecommerce,False,1
73,245.98,12,5,0,2,44,referral,ecommerce,False,0
40,387.01,13,7,2,1,1,social,saas,False,1
75,395.32,23,5,0,1,8,social,services,False,0
11,225.02,6,3,0,2,8,organic,healthcare,False,0
68,626.56,13,2,1,1,50,organic,ecommerce,True,0
152,471.39,13,5,1,1,15,paid_search,saas,True,0
50,240.68,9,7,0,2,11,organic,finance,False,0
13,572.09,10,2,1,1,7,social,services,True,1
39,476.73,16,2,0,0,4,paid_search,ecommerce,False,0
152,1246.18,13,2,1,1,43,paid_search,saas,False,0
67,128.97,11,2,0,0,22,organic,saas,False,0
18,220.22,10,2,0,0,19,referral,saas,False,0
363,1017.7,11,2,2,1,20,organic,finance,False,1
20,259.89,12,2,1,0,25,social,services,True,0
45,199.66,11,7,1,0,13,organic,services,False,0
24,273.06,9,6,0,3,81,outbound,finance,False,0
24,445.42,13,7,1,3,95,social,saas,False,0
38,447.12,19,2,2,1,50,organic,services,True,0
91,399.43,11,3,0,0,31,organic,ecommerce,True,0
153,176.17,13,3,2,0,5,paid_search,ecommerce,True,1
40,1067.59,15,2,0,1,24,organic,finance,False,1
24,1856.08,15,5,1,1,5,organic,saas,False,0
80,72.94,13,2,0,1,133,outbound,services,False,0
82,104.22,17,7,0,1,14,referral,services,True,0
66,1343.26,9,7,0,1,10,organic,finance,False,0
68,2367.99,12,5,1,3,10,referral,finance,False,1
50,58.61,11,6,1,2,36,paid_search,ecommerce,True,0
59,1113.69,14,6,0,3,21,outbound,saas,False,0
47,2534.83,9,6,0,0,11,organic,finance,False,0
129,208.01,6,8,0,0,9,social,healthcare,True,0
325,2391.48,9,4,0,1,5,social,services,True,1
63,412.4,19,3,0,1,51,organic,saas,True,0
54,674.95,14,5,2,0,79,organic,ecommerce,False,1
67,240.03,13,4,0,2,6,paid_search,ecommerce,False,0
32,1340.81,10,5,0,0,18,outbound,finance,True,0
101,1135.07,12,4,2,1,3,referral,finance,False,0
78,2764.76,16,3,0,0,7,social,services,False,0
39,2081.01,12,7,0,1,5,social,ecommerce,True,0
112,488.26,13,3,2,3,42,outbound,healthcare,False,0
55,11030.05,15,7,1,2,9,referral,saas,False,1
25,1902.25,11,3,0,0,30,referral,ecommerce,False,0
72,846.0,16,4,1,2,32,social,ecommerce,False,0
66,181.79,14,3,0,1,19,paid_search,healthcare,False,0
118,106.69,9,7,0,0,2,outbound,healthcare,False,0
106,116.16,14,5,0,0,14,organic,ecommerce,True,0
50,193.7,14,5,0,0,10,organic,healthcare,False,1
37,1953.35,10,6,2,1,6,outbound,services,False,1
55,801.98,5,1,1,0,27,paid_search,saas,True,0
73,266.83,13,3,0,0,41,organic,ecommerce,False,0
80,430.15,17,4,0,3,32,organic,finance,True,0
69,380.79,16,8,0,2,14,referral,finance,False,0
51,1096.69,10,5,0,1,14,outbound,services,False,0
121,204.63,13,1,1,0,8,organic,saas,False,0
32,699.02,9,4,0,2,7,organic,healthcare,False,0
397,665.2,8,5,1,1,17,paid_search,services,False,0
101,210.85,10,2,2,5,29,outbound,ecommerce,True,1
22,2411.5,11,3,0,1,17,paid_search,ecommerce,False,1
63,366.66,11,4,0,1,38,outbound,services,True,0
101,182.59,13,7,0,1,1,outbound,saas,False,0
41,1156.18,9,7,2,3,9,paid_search,finance,False,1
17,520.35,19,6,1,1,62,outbound,services,True,0
24,741.32,13,3,1,0,17,social,saas,False,0
84,150.7,9,8,0,1,7,referral,finance,False,0
13,1110.33,9,3,0,3,1,paid_search,ecommerce,False,0
17,4326.13,11,3,0,2,36,outbound,services,True,0
84,139.37,13,2,0,1,1,social,services,False,0
46,702.19,12,3,0,3,9,social,services,False,0
31,224.68,14,3,1,1,10,outbound,saas,True,1
37,7256.16,14,2,1,3,34,referral,finance,False,1
17,1702.12,14,5,0,1,31,outbound,services,True,0
80,653.35,16,5,0,0,8,outbound,healthcare,False,0
29,144.33,12,0,0,1,56,organic,healthcare,False,0
36,183.82,17,2,0,1,6,organic,saas,False,0
72,1039.27,12,3,0,1,26,paid_search,services,False,0
44,126.15,15,4,2,1,31,outbound,saas,True,1
31,130.18,13,1,0,1,55,paid_search,ecommerce,True,0
11,497.12,10,11,4,1,10,social,services,False,1
73,563.08,12,2,1,1,24,organic,services,False,1
58,720.56,13,3,2,0,14,paid_search,services,False,0
36,317.5,15,3,0,0,4,referral,healthcare,False,1
24,1236.63,15,6,0,3,2,organic,saas,False,1
55,208.13,19,7,1,4,22,outbound,healthcare,True,1
80,922.09,10,3,0,2,8,organic,saas,True,1
59,610.4,22,2,0,1,1,outbound,services,False,0
202,898.43,11,4,2,1,44,organic,healthcare,True,1
96,1606.8,10,3,1,0,18,outbound,ecommerce,True,0
50,312.52,7,8,0,1,34,referral,saas,False,0
99,254.4,6,5,0,1,18,organic,ecommerce,False,0
57,91.07,13,5,2,1,41,organic,services,False,0
57,65.43,11,3,1,1,16,organic,finance,False,0
154,413.24,13,1,3,2,30,referral,saas,False,1
27,442.52,6,2,1,2,4,outbound,saas,False,1
56,166.32,11,4,0,1,3,paid_search,ecommerce,False,0
141,206.21,13,6,1,1,3,paid_search,saas,True,0
70,2260.75,13,2,0,0,40,referral,services,False,0
41,1183.04,11,6,0,1,42,referral,finance,False,1
14,139.55,10,3,0,2,11,social,saas,False,0
9,316.6,17,5,0,0,1,referral,finance,False,0
287,739.52,14,4,0,0,34,social,ecommerce,True,0
70,263.37,11,4,3,2,20,outbound,saas,False,1
34,219.49,21,3,1,0,28,paid_search,healthcare,False,0
72,351.34,12,3,0,2,57,organic,saas,True,0
26,1466.54,9,4,0,0,23,organic,ecommerce,False,0
42,1605.84,9,3,1,0,6,referral,services,True,1
26,236.17,12,8,0,0,20,paid_search,services,False,0
18,780.98,12,3,0,1,33,outbound,ecommerce,False,0
10,489.6,11,3,0,0,29,referral,healthcare,False,0
15,179.79,16,8,1,1,63,referral,saas,False,0
124,366.11,9,3,1,1,8,social,healthcare,False,0
25,139.18,13,7,0,2,5,paid_search,ecommerce,False,0
84,1576.65,10,1,0,0,13,outbound,healthcare,True,0
117,2327.32,11,6,3,3,4,organic,saas,False,1
55,326.83,12,7,0,0,10,referral,services,True,0
43,257.47,13,3,1,2,22,outbound,services,False,0
61,1414.59,17,3,0,2,4,social,ecommerce,False,0
39,1662.62,16,2,0,0,19,outbound,finance,False,0
143,161.68,11,3,1,1,45,paid_search,saas,False,0
245,424.94,13,7,0,2,19,outbound,finance,False,0
174,464.55,11,1,1,2,7,referral,ecommerce,False,1
10,227.97,5,7,0,2,19,referral,saas,True,1
38,724.86,18,2,0,2,5,organic,finance,False,1
55,244.71,8,3,1,2,30,organic,ecommerce,False,1
79,287.07,13,2,1,3,47,referral,healthcare,True,0
14,445.26,5,1,0,2,19,organic,healthcare,False,0
14,111.16,9,6,1,2,2,social,saas,False,1
155,63.03,7,2,1,2,33,outbound,saas,True,0
35,1234.32,16,6,1,1,48,outbound,healthcare,False,0
17,235.02,12,5,0,1,26,organic,healthcare,False,1
23,4166.64,14,6,0,0,7,outbound,saas,False,0
75,3539.84,13,2,0,1,118,organic,ecommerce,False,0
28,296.94,12,5,1,1,1,referral,healthcare,False,0
66,5110.5,13,2,1,1,21,outbound,finance,False,0
25,1258.37,5,3,0,1,70,organic,services,False,0
14,258.45,12,6,0,1,15,organic,ecommerce,False,0
171,37.27,13,3,1,1,5,organic,healthcare,False,0
75,980.59,14,5,0,1,12,referral,healthcare,False,0
42,508.41,21,1,0,2,2,outbound,ecommerce,False,0
36,758.51,8,2,0,0,23,organic,saas,False,0
176,391.96,10,3,0,1,17,organic,saas,True,0
88,156.98,11,4,0,2,16,referral,services,False,0
137,321.49,16,5,1,2,3,organic,saas,False,1
34,998.88,13,2,1,0,12,social,healthcare,False,0
57,345.72,10,3,1,1,0,outbound,healthcare,True,0
75,343.64,15,3,0,2,14,social,ecommerce,False,0
35,107.84,10,4,3,1,40,outbound,services,True,1
51,539.8,5,6,1,1,8,referral,finance,False,1
34,162.08,12,1,0,2,9,outbound,saas,False,0
75,1234.63,13,6,1,0,21,organic,finance,False,0
19,236.49,10,2,0,0,36,organic,healthcare,False,0
86,366.61,9,2,2,2,50,social,ecommerce,True,1
70,4289.75,8,5,0,2,2,organic,finance,True,0
46,362.65,4,4,0,1,1,outbound,finance,False,0
78,317.17,10,4,2,3,2,social,ecommerce,False,0
41,885.03,14,3,0,1,2,outbound,services,False,0
32,82.66,14,3,0,0,21,paid_search,healthcare,True,0
84,1721.26,6,3,0,1,9,referral,healthcare,True,1
87,1331.34,10,5,0,0,87,social,saas,True,0
36,832.52,12,3,1,1,3,organic,ecommerce,False,0
34,25.0,7,6,0,1,4,referral,ecommerce,False,0
47,380.16,16,2,1,1,14,social,healthcare,True,0
35,137.98,12,4,1,0,16,outbound,healthcare,False,0
185,1516.42,12,3,0,0,24,social,finance,False,1
70,1411.72,14,0,0,0,10,organic,ecommerce,False,0
55,726.33,9,3,0,0,94,referral,finance,True,0
26,147.95,13,4,2,1,32,referral,services,False,0
99,2195.78,16,3,0,1,3,organic,finance,True,0
33,379.08,4,4,0,0,27,paid_search,finance,False,0
32,2997.01,9,5,0,1,10,paid_search,services,False,0
101,642.51,10,1,0,1,9,organic,saas,True,0
74,817.96,14,3,0,0,3,referral,finance,False,0
7,310.97,8,1,2,0,3,organic,services,False,0
48,2012.14,10,4,0,1,39,referral,healthcare,False,0
60,905.45,10,3,0,2,30,organic,saas,False,0
42,2085.77,7,3,0,1,6,social,services,False,0
62,588.48,10,4,1,0,6,organic,saas,False,0
13,470.11,14,6,0,1,23,outbound,ecommerce,False,0
6,893.49,10,7,1,2,32,organic,saas,True,1
25,2085.03,12,4,1,4,8,referral,ecommerce,True,1
68,1362.03,20,4,1,1,50,paid_search,ecommerce,False,0
4,565.79,8,2,1,2,28,organic,healthcare,False,0
28,76.92,9,6,0,3,16,referral,services,False,0
12,1108.08,9,4,1,2,5,outbound,healthcare,False,1
45,116.9,10,5,0,1,4,outbound,healthcare,False,0
261,510.3,11,3,1,0,23,paid_search,services,False,0
46,438.88,12,3,0,0,10,organic,services,True,0
50,119.37,6,5,0,1,5,social,saas,False,0
107,715.16,10,7,3,2,26,referral,saas,False,1
56,4248.49,16,7,0,1,180,organic,healthcare,True,0
46,360.46,8,5,1,0,10,social,services,False,0
115,1059.85,13,2,1,0,4,referral,healthcare,True,1
80,5196.24,14,7,0,1,4,social,saas,True,0
69,1167.49,22,4,0,2,6,paid_search,finance,False,1
49,258.57,12,3,0,3,6,paid_search,finance,False,0
41,624.54,9,3,1,1,38,organic,healthcare,False,0
114,796.94,11,6,0,1,13,social,services,False,0
42,2066.92,9,6,2,1,14,organic,finance,False,0
146,1659.13,11,0,0,1,16,social,finance,False,0
24,30.88,13,5,1,0,12,social,finance,False,0
172,209.31,18,3,0,2,16,social,finance,True,0
80,459.42,9,5,0,0,25,organic,healthcare,True,1
25,178.52,10,5,1,0,12,paid_search,ecommerce,True,0
82,25.0,14,3,0,0,2,paid_search,finance,False,0
32,238.5,10,2,2,1,23,referral,healthcare,False,1
56,490.97,17,6,0,1,27,outbound,healthcare,False,0
37,291.41,13,4,0,0,63,paid_search,saas,False,0
49,181.83,12,3,1,3,16,outbound,finance,True,1
116,513.61,5,7,0,0,6,organic,healthcare,False,0
83,694.43,13,3,0,0,50,paid_search,ecommerce,False,0
22,308.4,9,6,0,1,45,organic,ecommerce,True,0
23,1942.52,11,4,2,0,19,social,saas,False,1
68,522.02,16,3,1,2,14,organic,services,True,1
72,206.13,14,5,1,1,37,paid_search,services,False,0
32,160.05,13,6,1,1,2,social,healthcare,True,1
195,398.23,14,4,0,1,5,referral,ecommerce,True,0
105,1500.3,9,1,1,0,40,organic,finance,True,0
33,216.22,14,10,1,0,4,organic,healthcare,True,1
31,894.16,10,1,1,2,30,referral,services,False,1
46,541.62,16,5,1,2,18,paid_search,saas,True,0
42,3616.4,12,4,0,1,135,organic,saas,False,0
149,727.96,19,3,0,0,46,referral,healthcare,False,0
120,245.13,9,1,0,0,13,organic,saas,False,0
56,1029.03,14,5,1,3,1,referral,healthcare,False,1
94,1064.25,6,7,0,1,1,paid_search,finance,False,0
105,331.29,16,2,1,1,5,organic,saas,False,0
57,153.85,12,4,0,0,25,organic,ecommerce,False,0
75,842.21,12,5,1,0,1,organic,finance,False,1
88,525.06,12,5,0,2,18,organic,services,False,0
81,108.14,6,7,0,0,94,paid_search,healthcare,False,0
29,635.57,20,3,2,1,20,outbound,saas,False,0
32,260.61,12,4,1,3,58,outbound,healthcare,False,0
43,108.25,12,5,0,2,2,paid_search,ecommerce,False,0
31,346.5,10,2,3,1,51,referral,finance,False,0
17,1777.42,11,8,1,5,16,referral,healthcare,False,1
94,1649.23,16,8,0,2,34,outbound,ecommerce,False,0
72,1269.97,13,3,1,1,4,organic,finance,False,1
19,644.99,10,8,1,1,19,paid_search,healthcare,False,0
45,894.08,11,5,1,0,17,paid_search,saas,True,0
47,543.83,7,4,0,2,10,organic,healthcare,True,0
63,163.2,13,2,0,1,32,paid_search,services,False,0
23,199.24,6,3,0,1,11,outbound,finance,False,1
18,268.49,6,8,0,2,7,outbound,ecommerce,False,0
83,2000.91,11,4,1,0,57,organic,finance,False,1
16,1446.19,5,4,2,1,7,paid_search,ecommerce,False,1
45,167.36,9,2,1,3,34,paid_search,healthcare,False,0
42,519.77,13,5,0,1,55,referral,healthcare,True,0
49,329.44,12,4,0,2,58,referral,saas,True,0
67,421.96,9,5,0,2,20,organic,ecommerce,False,1
196,288.29,8,1,1,0,14,outbound,services,False,0
15,2009.6,15,4,0,0,2,outbound,ecommerce,True,1
110,483.52,14,5,0,0,4,social,services,True,0
7,611.65,14,6,2,0,18,social,finance,False,0
166,616.62,9,4,2,1,54,referral,healthcare,True,1
11,176.31,11,2,0,0,25,paid_search,saas,False,0
383,549.25,10,3,0,2,9,organic,saas,False,0
40,1425.56,9,6,0,1,0,referral,saas,True,1
153,2148.86,11,5,0,2,25,organic,healthcare,False,0
130,156.36,15,6,0,2,72,outbound,services,False,0
39,107.92,10,4,0,2,7,paid_search,services,False,0
41,524.34,15,5,0,0,0,paid_search,saas,False,0
28,1493.96,13,2,0,0,24,paid_search,ecommerce,False,0
103,705.99,9,3,2,1,31,outbound,saas,False,0
39,972.91,7,5,0,0,9,organic,services,False,0
28,126.44,16,6,0,0,15,organic,saas,False,0
84,278.11,11,5,0,0,14,organic,saas,True,1
27,54.81,13,4,0,1,6,social,healthcare,True,1
42,427.31,20,7,1,1,42,outbound,healthcare,False,0
59,56.59,13,4,0,2,9,organic,saas,False,0
33,1868.07,13,3,1,1,21,outbound,finance,False,0
37,2332.79,8,6,0,1,5,paid_search,saas,True,1
186,567.16,12,4,0,2,4,referral,saas,True,1
46,108.57,14,6,2,1,56,organic,saas,False,0
41,717.46,10,1,0,0,38,referral,ecommerce,False,0
47,3162.55,6,2,0,0,30,social,services,False,0
79,792.93,12,7,1,2,12,referral,healthcare,False,0
24,1611.6,12,3,1,1,18,organic,finance,False,0
77,303.33,8,1,0,1,66,outbound,ecommerce,False,0
67,206.19,6,6,0,0,99,outbound,finance,False,0
13,459.04,9,2,0,0,3,paid_search,services,False,0
229,71.76,10,1,0,1,18,referral,ecommerce,False,0
176,4741.4,11,3,0,0,6,social,services,True,0
29,566.6,17,5,1,0,19,organic,healthcare,False,0
22,1172.36,14,6,1,2,32,outbound,finance,True,1
66,310.6,15,4,0,4,45,paid_search,ecommerce,False,0
17,105.31,14,6,1,0,4,social,healthcare,False,0
163,2050.45,8,1,2,1,40,organic,healthcare,True,1
38,160.12,11,2,0,0,39,paid_search,services,False,0
200,698.43,12,2,0,0,11,referral,services,False,0
28,767.46,10,3,0,0,33,referral,ecommerce,True,1
50,530.57,7,4,0,1,16,outbound,services,False,0
150,224.85,14,3,2,2,4,outbound,services,False,0
42,424.27,17,4,0,3,25,organic,healthcare,True,0
68,190.56,14,5,0,1,6,paid_search,saas,False,0
131,1106.74,9,9,0,0,37,paid_search,saas,False,0
35,872.66,10,0,1,2,8,referral,saas,True,1
20,482.32,8,6,0,1,124,referral,saas,True,0
17,279.12,13,6,2,1,12,outbound,services,False,0
87,4053.43,13,6,1,0,47,social,saas,False,0
75,134.01,8,7,1,0,31,organic,finance,True,1
128,105.15,8,5,0,0,35,paid_search,healthcare,False,0
44,453.95,9,4,1,1,0,referral,healthcare,True,0
17,380.68,19,6,1,1,5,paid_search,saas,True,1
8,1476.73,11,3,0,1,17,organic,healthcare,False,0
542,940.22,9,3,0,3,25,paid_search,healthcare,False,0
83,507.51,9,1,1,0,78,paid_search,healthcare,False,0
61,812.68,5,3,1,2,20,organic,saas,True,0
68,798.05,10,7,0,1,26,social,finance,True,1
17,4038.21,13,6,0,0,6,paid_search,saas,False,0
29,634.83,12,1,0,1,13,referral,healthcare,True,1
220,249.37,16,7,0,0,27,referral,ecommerce,False,0
92,600.94,6,2,1,1,40,outbound,ecommerce,False,0
30,35.92,8,4,0,0,8,organic,services,True,1
20,476.92,20,4,0,0,32,organic,saas,False,1
36,1469.95,9,1,2,2,3,paid_search,services,True,1
42,899.81,12,4,0,4,37,paid_search,services,False,0
281,664.18,13,4,0,1,84,paid_search,ecommerce,False,0
47,943.16,14,4,0,0,97,social,ecommerce,False,0
21,1485.13,11,6,1,3,23,organic,saas,False,0
52,2049.26,15,3,1,0,12,organic,services,False,0
67,770.82,9,2,0,0,25,paid_search,healthcare,True,0
20,359.2,11,5,2,1,8,social,saas,False,0
75,48.74,12,3,2,2,47,outbound,healthcare,False,0
144,1310.51,15,3,1,0,4,social,saas,False,0
61,824.85,12,3,2,3,27,referral,healthcare,True,1
29,574.02,11,4,0,2,28,social,healthcare,False,0
36,247.63,15,3,1,0,24,social,saas,False,1
14,1293.56,7,5,0,0,14,organic,services,False,0
49,380.99,14,4,0,1,0,referral,ecommerce,True,0
70,476.08,18,8,0,4,13,social,healthcare,False,0
27,465.92,20,3,0,2,17,paid_search,healthcare,False,0
258,772.67,11,5,0,0,31,social,services,False,0
103,156.24,9,2,0,0,23,referral,healthcare,False,0
13,864.85,7,2,0,2,2,referral,services,False,0
13,239.63,8,5,1,1,66,organic,ecommerce,False,0
25,248.19,12,1,3,1,75,social,services,False,0
192,1194.21,15,2,2,0,42,outbound,saas,False,0
